tenant_id,objectclas,objectid,changenr,username,udate,utime,tabname,fname,value_old,value_new,last_change_ts,raw_event_id
1,KRED,V101412,8449542506,ADMIN_FI,2025-02-27,05:39:00,LFB1,ZTERM,Z002,Z001,2025-02-27T05:39:00+09:00,
1,KRED,V101036,0708310802,AP_CLERK_01,2025-07-13,21:01:00,LFBK,BANKN,BANK-4777189929,BANK-3449965040,2025-07-13T21:01:00+09:00,
1,KRED,V100408,0833939389,ADMIN_FI,2024-12-30,07:53:00,LFA1,ZTERM,Z045,Z030,2024-12-30T07:53:00+09:00,
1,KRED,V100408,0833939389,ADMIN_FI,2024-12-30,07:53:00,LFA1,AKONT,210000,210010,2024-12-30T07:53:00+09:00,
1,KRED,V100408,0833939389,ADMIN_FI,2024-12-30,07:53:00,LFA1,STRAS,Old Address,New Address 168,2024-12-30T07:53:00+09:00,
1,KRED,V101468,4018129676,ADMIN_FI,2025-08-21,05:34:00,LFA1,ZTERM,Z045,Z030,2025-08-21T05:34:00+09:00,
1,KRED,V101468,4018129676,ADMIN_FI,2025-08-21,05:34:00,LFA1,AKONT,210000,210010,2025-08-21T05:34:00+09:00,
1,KRED,V101468,4018129676,ADMIN_FI,2025-08-21,05:34:00,LFA1,STRAS,Old Address,New Address 186,2025-08-21T05:34:00+09:00,
1,KRED,V100460,5860499006,USER_02,2025-10-28,09:07:00,LFA1,ERDAT,,2025-10-28,2025-10-28T09:07:00+09:00,
1,KRED,V100460,5860499006,USER_02,2025-10-28,09:07:00,LFA1,LAND1,,KOR,2025-10-28T09:07:00+09:00,
1,KRED,V100460,5860499006,USER_02,2025-10-28,09:07:00,LFA1,ZTERM,,Z002,2025-10-28T09:07:00+09:00,
1,KRED,V100179,3100482363,ADMIN_FI,2025-05-06,04:06:00,LFBK,BANKN,BANK-7487379863,BANK-1993476927,2025-05-06T04:06:00+09:00,
1,KRED,V100811,3160217531,ADMIN_FI,2025-02-21,23:12:00,LFBK,BANKN,BANK-1531544643,BANK-5563046884,2025-02-21T23:12:00+09:00,
1,KRED,V101246,9343405034,AP_CLERK_01,2025-03-20,23:29:00,LFBK,BANKN,BANK-6198188914,BANK-2622170816,2025-03-20T23:29:00+09:00,
1,KRED,V101053,7721498219,USER_02,2025-04-01,22:46:00,LFA1,ZTERM,Z001,Z002,2025-04-01T22:46:00+09:00,
1,KRED,V101053,7721498219,USER_02,2025-04-01,22:46:00,LFA1,AKONT,210000,210010,2025-04-01T22:46:00+09:00,
1,KRED,V101053,7721498219,USER_02,2025-04-01,22:46:00,LFA1,STRAS,Old Address,New Address 14,2025-04-01T22:46:00+09:00,
1,KRED,V100215,8082542289,USER_03,2025-09-30,22:04:00,LFA1,ERDAT,,2025-09-30,2025-09-30T22:04:00+09:00,
1,KRED,V100215,8082542289,USER_03,2025-09-30,22:04:00,LFA1,LAND1,,KOR,2025-09-30T22:04:00+09:00,
1,KRED,V100215,8082542289,USER_03,2025-09-30,22:04:00,LFA1,ZTERM,,Z002,2025-09-30T22:04:00+09:00,
1,KRED,V100319,8994794407,USER_02,2025-09-09,07:01:00,LFA1,ZTERM,Z030,Z001,2025-09-09T07:01:00+09:00,
1,KRED,V100319,8994794407,USER_02,2025-09-09,07:01:00,LFA1,AKONT,210000,210010,2025-09-09T07:01:00+09:00,
1,KRED,V100319,8994794407,USER_02,2025-09-09,07:01:00,LFA1,STRAS,Old Address,New Address 752,2025-09-09T07:01:00+09:00,
1,KRED,V100222,8363266096,AP_CLERK_01,2025-10-26,23:21:00,LFBK,BANKN,BANK-3330464543,BANK-6149339685,2025-10-26T23:21:00+09:00,
1,KRED,V101143,9065334805,AP_CLERK_01,2025-02-14,02:35:00,LFBK,BANKN,BANK-6240829981,BANK-8732930657,2025-02-14T02:35:00+09:00,
1,KRED,V100920,2995716681,ADMIN_FI,2025-08-24,05:51:00,LFBK,BANKN,BANK-7900342178,BANK-9966312801,2025-08-24T05:51:00+09:00,
1,KRED,V100412,0081094661,USER_02,2025-11-28,19:29:00,LFA1,ZTERM,Z045,Z001,2025-11-28T19:29:00+09:00,
1,KRED,V100412,0081094661,USER_02,2025-11-28,19:29:00,LFA1,AKONT,210000,210010,2025-11-28T19:29:00+09:00,
1,KRED,V100412,0081094661,USER_02,2025-11-28,19:29:00,LFA1,STRAS,Old Address,New Address 717,2025-11-28T19:29:00+09:00,
1,KRED,V100037,2671639317,ADMIN_FI,2025-09-23,13:31:00,LFA1,ZTERM,Z030,Z045,2025-09-23T13:31:00+09:00,
1,KRED,V100037,2671639317,ADMIN_FI,2025-09-23,13:31:00,LFA1,AKONT,210000,210010,2025-09-23T13:31:00+09:00,
1,KRED,V100037,2671639317,ADMIN_FI,2025-09-23,13:31:00,LFA1,STRAS,Old Address,New Address 974,2025-09-23T13:31:00+09:00,
1,KRED,V101072,8915794058,AP_CLERK_01,2025-11-20,10:22:00,LFB1,SPERR,X,,2025-11-20T10:22:00+09:00,
1,KRED,V101072,8915794058,AP_CLERK_01,2025-11-20,10:22:00,LFB1,ZTERM,Z001,Z001,2025-11-20T10:22:00+09:00,
1,KRED,V100461,5519560310,AP_CLERK_01,2025-10-01,10:22:00,LFA1,ERDAT,,2025-10-01,2025-10-01T10:22:00+09:00,
1,KRED,V100461,5519560310,AP_CLERK_01,2025-10-01,10:22:00,LFA1,LAND1,,USA,2025-10-01T10:22:00+09:00,
1,KRED,V100461,5519560310,AP_CLERK_01,2025-10-01,10:22:00,LFA1,ZTERM,,Z045,2025-10-01T10:22:00+09:00,
1,KRED,V101461,1189910687,ADMIN_FI,2025-04-08,23:35:00,LFB1,SPERR,X,,2025-04-08T23:35:00+09:00,
1,KRED,V101461,1189910687,ADMIN_FI,2025-04-08,23:35:00,LFB1,ZTERM,Z001,Z002,2025-04-08T23:35:00+09:00,
1,KRED,V101362,8446673319,USER_02,2025-07-01,02:35:00,LFA1,ZTERM,Z045,Z045,2025-07-01T02:35:00+09:00,
1,KRED,V101362,8446673319,USER_02,2025-07-01,02:35:00,LFA1,AKONT,210000,210010,2025-07-01T02:35:00+09:00,
1,KRED,V101362,8446673319,USER_02,2025-07-01,02:35:00,LFA1,STRAS,Old Address,New Address 58,2025-07-01T02:35:00+09:00,
1,KRED,V100349,2113815823,AP_CLERK_01,2025-01-12,17:09:00,LFB1,SPERR,X,,2025-01-12T17:09:00+09:00,
1,KRED,V100349,2113815823,AP_CLERK_01,2025-01-12,17:09:00,LFB1,ZTERM,Z002,Z002,2025-01-12T17:09:00+09:00,
1,KRED,V101466,2194090790,USER_02,2025-10-07,21:12:00,LFA1,ZTERM,Z045,Z001,2025-10-07T21:12:00+09:00,
1,KRED,V101466,2194090790,USER_02,2025-10-07,21:12:00,LFA1,AKONT,210000,210010,2025-10-07T21:12:00+09:00,
1,KRED,V101466,2194090790,USER_02,2025-10-07,21:12:00,LFA1,STRAS,Old Address,New Address 546,2025-10-07T21:12:00+09:00,
1,KRED,V100607,7065808653,AP_CLERK_01,2025-11-04,23:04:00,LFBK,BANKN,BANK-5654166484,BANK-5239832364,2025-11-04T23:04:00+09:00,
1,KRED,V100671,5291231746,EMP_JS,2025-11-29,14:33:00,LFA1,ERDAT,,2025-11-29,2025-11-29T14:33:00+09:00,
1,KRED,V100671,5291231746,EMP_JS,2025-11-29,14:33:00,LFA1,LAND1,,DEU,2025-11-29T14:33:00+09:00,
1,KRED,V100671,5291231746,EMP_JS,2025-11-29,14:33:00,LFA1,ZTERM,,Z045,2025-11-29T14:33:00+09:00,
1,KRED,V100616,3553713444,AP_CLERK_01,2025-12-26,19:08:00,LFB1,SPERR,X,,2025-12-26T19:08:00+09:00,
1,KRED,V100616,3553713444,AP_CLERK_01,2025-12-26,19:08:00,LFB1,ZTERM,Z030,Z030,2025-12-26T19:08:00+09:00,
1,KRED,V100411,4619065349,AP_CLERK_01,2025-08-09,22:58:00,LFB1,SPERR,X,,2025-08-09T22:58:00+09:00,
1,KRED,V100411,4619065349,AP_CLERK_01,2025-08-09,22:58:00,LFB1,ZTERM,Z030,Z030,2025-08-09T22:58:00+09:00,
1,KRED,V101412,4430356902,ADMIN_FI,2025-11-29,05:07:00,LFBK,BANKN,BANK-7475369853,BANK-2366191712,2025-11-29T05:07:00+09:00,
1,KRED,V101487,8309617335,ADMIN_FI,2025-05-22,08:02:00,LFA1,ZTERM,Z001,Z030,2025-05-22T08:02:00+09:00,
1,KRED,V101487,8309617335,ADMIN_FI,2025-05-22,08:02:00,LFA1,AKONT,210000,210010,2025-05-22T08:02:00+09:00,
1,KRED,V101487,8309617335,ADMIN_FI,2025-05-22,08:02:00,LFA1,STRAS,Old Address,New Address 319,2025-05-22T08:02:00+09:00,
1,KRED,V100365,4138101312,ADMIN_FI,2025-12-20,07:21:00,LFA1,ZTERM,Z001,Z045,2025-12-20T07:21:00+09:00,
1,KRED,V100365,4138101312,ADMIN_FI,2025-12-20,07:21:00,LFA1,AKONT,210000,210010,2025-12-20T07:21:00+09:00,
1,KRED,V100365,4138101312,ADMIN_FI,2025-12-20,07:21:00,LFA1,STRAS,Old Address,New Address 202,2025-12-20T07:21:00+09:00,
1,KRED,V101318,2712158678,AP_CLERK_01,2025-01-16,12:20:00,LFBK,BANKN,BANK-8173088025,BANK-1903560618,2025-01-16T12:20:00+09:00,
1,KRED,V100600,9403690735,AP_CLERK_01,2025-11-03,02:25:00,LFBK,BANKN,BANK-6275139436,BANK-1871438280,2025-11-03T02:25:00+09:00,
1,KRED,V100157,9809290428,ADMIN_FI,2025-11-23,17:37:00,LFA1,ZTERM,Z045,Z045,2025-11-23T17:37:00+09:00,
1,KRED,V100157,9809290428,ADMIN_FI,2025-11-23,17:37:00,LFA1,AKONT,210000,210010,2025-11-23T17:37:00+09:00,
1,KRED,V100157,9809290428,ADMIN_FI,2025-11-23,17:37:00,LFA1,STRAS,Old Address,New Address 76,2025-11-23T17:37:00+09:00,
1,KRED,V101211,7576477358,AP_CLERK_01,2025-08-24,20:52:00,LFB1,SPERR,X,,2025-08-24T20:52:00+09:00,
1,KRED,V101211,7576477358,AP_CLERK_01,2025-08-24,20:52:00,LFB1,ZTERM,Z002,Z001,2025-08-24T20:52:00+09:00,
1,KRED,V101255,5340490473,ADMIN_FI,2025-11-08,23:16:00,LFB1,SPERR,X,,2025-11-08T23:16:00+09:00,
1,KRED,V101255,5340490473,ADMIN_FI,2025-11-08,23:16:00,LFB1,ZTERM,Z002,Z045,2025-11-08T23:16:00+09:00,
1,KRED,V100779,4437389082,ADMIN_FI,2025-10-16,17:34:00,LFBK,BANKN,BANK-7197821989,BANK-0844197099,2025-10-16T17:34:00+09:00,
1,KRED,V101396,3657643642,USER_02,2025-05-29,16:14:00,LFA1,ZTERM,Z002,Z001,2025-05-29T16:14:00+09:00,
1,KRED,V101396,3657643642,USER_02,2025-05-29,16:14:00,LFA1,AKONT,210000,210010,2025-05-29T16:14:00+09:00,
1,KRED,V101396,3657643642,USER_02,2025-05-29,16:14:00,LFA1,STRAS,Old Address,New Address 948,2025-05-29T16:14:00+09:00,
1,KRED,V100235,7537258097,ADMIN_FI,2025-10-11,03:45:00,LFA1,ZTERM,Z030,Z002,2025-10-11T03:45:00+09:00,
1,KRED,V100235,7537258097,ADMIN_FI,2025-10-11,03:45:00,LFA1,AKONT,210000,210010,2025-10-11T03:45:00+09:00,
1,KRED,V100235,7537258097,ADMIN_FI,2025-10-11,03:45:00,LFA1,STRAS,Old Address,New Address 308,2025-10-11T03:45:00+09:00,
1,KRED,V100318,7026803593,USER_01,2025-03-24,20:04:00,LFA1,ERDAT,,2025-03-24,2025-03-24T20:04:00+09:00,
1,KRED,V100318,7026803593,USER_01,2025-03-24,20:04:00,LFA1,LAND1,,USA,2025-03-24T20:04:00+09:00,
1,KRED,V100318,7026803593,USER_01,2025-03-24,20:04:00,LFA1,ZTERM,,Z001,2025-03-24T20:04:00+09:00,
1,KRED,V101044,3164134115,ADMIN_FI,2025-03-05,03:59:00,LFBK,BANKN,BANK-0322080819,BANK-9529268859,2025-03-05T03:59:00+09:00,
1,KRED,V100904,4883190336,ADMIN_FI,2025-12-17,02:06:00,LFB1,SPERR,X,,2025-12-17T02:06:00+09:00,
1,KRED,V100904,4883190336,ADMIN_FI,2025-12-17,02:06:00,LFB1,ZTERM,Z002,Z002,2025-12-17T02:06:00+09:00,
1,KRED,V100459,2258100781,USER_02,2025-05-05,00:09:00,LFA1,ZTERM,Z030,Z045,2025-05-05T00:09:00+09:00,
1,KRED,V100459,2258100781,USER_02,2025-05-05,00:09:00,LFA1,AKONT,210000,210010,2025-05-05T00:09:00+09:00,
1,KRED,V100459,2258100781,USER_02,2025-05-05,00:09:00,LFA1,STRAS,Old Address,New Address 794,2025-05-05T00:09:00+09:00,
1,KRED,V100662,7787545240,ADMIN_FI,2025-08-06,16:07:00,LFB1,SPERR,X,,2025-08-06T16:07:00+09:00,
1,KRED,V100662,7787545240,ADMIN_FI,2025-08-06,16:07:00,LFB1,ZTERM,Z045,Z001,2025-08-06T16:07:00+09:00,
1,KRED,V100492,0699708728,ADMIN_FI,2025-11-25,08:01:00,LFBK,BANKN,BANK-6858911537,BANK-5676454266,2025-11-25T08:01:00+09:00,
1,KRED,V100431,7902697696,ADMIN_FI,2025-06-13,14:21:00,LFBK,BANKN,BANK-3529473775,BANK-6347687619,2025-06-13T14:21:00+09:00,
1,KRED,V100603,0752121230,USER_01,2025-05-22,11:02:00,LFA1,ERDAT,,2025-05-22,2025-05-22T11:02:00+09:00,
1,KRED,V100603,0752121230,USER_01,2025-05-22,11:02:00,LFA1,LAND1,,KOR,2025-05-22T11:02:00+09:00,
1,KRED,V100603,0752121230,USER_01,2025-05-22,11:02:00,LFA1,ZTERM,,Z045,2025-05-22T11:02:00+09:00,
1,KRED,V101153,1291005850,ADMIN_FI,2025-09-24,03:49:00,LFB1,SPERR,X,,2025-09-24T03:49:00+09:00,
1,KRED,V101153,1291005850,ADMIN_FI,2025-09-24,03:49:00,LFB1,ZTERM,Z045,Z002,2025-09-24T03:49:00+09:00,
1,KRED,V101104,0217156099,TEMP_01,2025-08-31,01:19:00,LFA1,ERDAT,,2025-08-31,2025-08-31T01:19:00+09:00,
1,KRED,V101104,0217156099,TEMP_01,2025-08-31,01:19:00,LFA1,LAND1,,KOR,2025-08-31T01:19:00+09:00,
1,KRED,V101104,0217156099,TEMP_01,2025-08-31,01:19:00,LFA1,ZTERM,,Z001,2025-08-31T01:19:00+09:00,
1,KRED,V100347,9135746047,ADMIN_FI,2025-12-03,06:34:00,LFB1,SPERR,X,,2025-12-03T06:34:00+09:00,
1,KRED,V100347,9135746047,ADMIN_FI,2025-12-03,06:34:00,LFB1,ZTERM,Z030,Z001,2025-12-03T06:34:00+09:00,
1,KRED,V100912,6375603740,AR_CLERK_02,2025-03-06,11:12:00,LFA1,ERDAT,,2025-03-06,2025-03-06T11:12:00+09:00,
1,KRED,V100912,6375603740,AR_CLERK_02,2025-03-06,11:12:00,LFA1,LAND1,,JPN,2025-03-06T11:12:00+09:00,
1,KRED,V100912,6375603740,AR_CLERK_02,2025-03-06,11:12:00,LFA1,ZTERM,,Z045,2025-03-06T11:12:00+09:00,
1,KRED,V100279,7203213439,TEMP_01,2025-03-04,07:29:00,LFA1,ERDAT,,2025-03-04,2025-03-04T07:29:00+09:00,
1,KRED,V100279,7203213439,TEMP_01,2025-03-04,07:29:00,LFA1,LAND1,,JPN,2025-03-04T07:29:00+09:00,
1,KRED,V100279,7203213439,TEMP_01,2025-03-04,07:29:00,LFA1,ZTERM,,Z045,2025-03-04T07:29:00+09:00,
1,KRED,V100415,4878201619,USER_03,2025-03-02,04:25:00,LFA1,ERDAT,,2025-03-02,2025-03-02T04:25:00+09:00,
1,KRED,V100415,4878201619,USER_03,2025-03-02,04:25:00,LFA1,LAND1,,USA,2025-03-02T04:25:00+09:00,
1,KRED,V100415,4878201619,USER_03,2025-03-02,04:25:00,LFA1,ZTERM,,Z002,2025-03-02T04:25:00+09:00,
1,KRED,V100309,6366299592,ADMIN_FI,2025-06-20,06:28:00,LFBK,BANKN,BANK-2715855262,BANK-2961054158,2025-06-20T06:28:00+09:00,
1,KRED,V101237,4683588511,AP_CLERK_01,2025-12-17,18:33:00,LFB1,SPERR,X,,2025-12-17T18:33:00+09:00,
1,KRED,V101237,4683588511,AP_CLERK_01,2025-12-17,18:33:00,LFB1,ZTERM,Z001,Z002,2025-12-17T18:33:00+09:00,
1,KRED,V101371,0025857574,ADMIN_FI,2025-09-27,13:06:00,LFA1,ZTERM,Z045,Z001,2025-09-27T13:06:00+09:00,
1,KRED,V101371,0025857574,ADMIN_FI,2025-09-27,13:06:00,LFA1,AKONT,210000,210010,2025-09-27T13:06:00+09:00,
1,KRED,V101371,0025857574,ADMIN_FI,2025-09-27,13:06:00,LFA1,STRAS,Old Address,New Address 822,2025-09-27T13:06:00+09:00,
1,KRED,V100498,7821575460,AP_CLERK_01,2025-05-17,04:04:00,LFB1,SPERR,X,,2025-05-17T04:04:00+09:00,
1,KRED,V100498,7821575460,AP_CLERK_01,2025-05-17,04:04:00,LFB1,ZTERM,Z030,Z030,2025-05-17T04:04:00+09:00,
1,KRED,V100236,1849318059,AP_CLERK_01,2025-03-16,08:57:00,LFBK,BANKN,BANK-9443680832,BANK-4262034114,2025-03-16T08:57:00+09:00,
1,KRED,V100376,9761160531,ADMIN_FI,2025-02-02,20:39:00,LFBK,BANKN,BANK-2931337424,BANK-8878617083,2025-02-02T20:39:00+09:00,
1,KRED,V101031,3854294866,AP_CLERK_01,2025-08-27,05:52:00,LFB1,SPERR,X,,2025-08-27T05:52:00+09:00,
1,KRED,V101031,3854294866,AP_CLERK_01,2025-08-27,05:52:00,LFB1,ZTERM,Z002,Z001,2025-08-27T05:52:00+09:00,
1,KRED,V100582,2755917675,ADMIN_FI,2025-06-08,00:11:00,LFB1,SPERR,X,,2025-06-08T00:11:00+09:00,
1,KRED,V100582,2755917675,ADMIN_FI,2025-06-08,00:11:00,LFB1,ZTERM,Z001,Z045,2025-06-08T00:11:00+09:00,
1,KRED,V101374,4900914806,ADMIN_FI,2025-08-23,19:11:00,LFB1,SPERR,X,,2025-08-23T19:11:00+09:00,
1,KRED,V101374,4900914806,ADMIN_FI,2025-08-23,19:11:00,LFB1,ZTERM,Z002,Z030,2025-08-23T19:11:00+09:00,
1,KRED,V100718,5878143040,ADMIN_FI,2025-11-11,13:04:00,LFA1,ZTERM,Z045,Z001,2025-11-11T13:04:00+09:00,
1,KRED,V100718,5878143040,ADMIN_FI,2025-11-11,13:04:00,LFA1,AKONT,210000,210010,2025-11-11T13:04:00+09:00,
1,KRED,V100718,5878143040,ADMIN_FI,2025-11-11,13:04:00,LFA1,STRAS,Old Address,New Address 615,2025-11-11T13:04:00+09:00,
1,KRED,V100891,6196583939,AP_CLERK_01,2025-11-29,17:56:00,LFB1,SPERR,X,,2025-11-29T17:56:00+09:00,
1,KRED,V100891,6196583939,AP_CLERK_01,2025-11-29,17:56:00,LFB1,ZTERM,Z002,Z001,2025-11-29T17:56:00+09:00,
1,KRED,V100110,8748054250,ADMIN_FI,2025-09-18,22:16:00,LFA1,ZTERM,Z045,Z045,2025-09-18T22:16:00+09:00,
1,KRED,V100110,8748054250,ADMIN_FI,2025-09-18,22:16:00,LFA1,AKONT,210000,210010,2025-09-18T22:16:00+09:00,
1,KRED,V100110,8748054250,ADMIN_FI,2025-09-18,22:16:00,LFA1,STRAS,Old Address,New Address 780,2025-09-18T22:16:00+09:00,
1,KRED,V100454,6551831731,ADMIN_FI,2025-09-13,22:17:00,LFA1,ERDAT,,2025-09-13,2025-09-13T22:17:00+09:00,
1,KRED,V100454,6551831731,ADMIN_FI,2025-09-13,22:17:00,LFA1,LAND1,,JPN,2025-09-13T22:17:00+09:00,
1,KRED,V100454,6551831731,ADMIN_FI,2025-09-13,22:17:00,LFA1,ZTERM,,Z030,2025-09-13T22:17:00+09:00,
1,KRED,V101039,1670584674,ADMIN_FI,2025-01-19,00:22:00,LFBK,BANKN,BANK-7987150025,BANK-4177594731,2025-01-19T00:22:00+09:00,
1,KRED,V100686,8267550500,ADMIN_FI,2025-11-13,02:58:00,LFBK,BANKN,BANK-0326354330,BANK-0121086675,2025-11-13T02:58:00+09:00,
1,KRED,V101042,3350239633,USER_02,2025-02-26,08:46:00,LFA1,ZTERM,Z002,Z045,2025-02-26T08:46:00+09:00,
1,KRED,V101042,3350239633,USER_02,2025-02-26,08:46:00,LFA1,AKONT,210000,210010,2025-02-26T08:46:00+09:00,
1,KRED,V101042,3350239633,USER_02,2025-02-26,08:46:00,LFA1,STRAS,Old Address,New Address 22,2025-02-26T08:46:00+09:00,
1,KRED,V100747,8146726554,USER_02,2025-12-23,20:18:00,LFA1,ZTERM,Z002,Z030,2025-12-23T20:18:00+09:00,
1,KRED,V100747,8146726554,USER_02,2025-12-23,20:18:00,LFA1,AKONT,210000,210010,2025-12-23T20:18:00+09:00,
1,KRED,V100747,8146726554,USER_02,2025-12-23,20:18:00,LFA1,STRAS,Old Address,New Address 675,2025-12-23T20:18:00+09:00,
1,KRED,V100739,9866561429,AP_CLERK_01,2025-10-02,08:47:00,LFBK,BANKN,BANK-2707374039,BANK-3713799058,2025-10-02T08:47:00+09:00,
1,KRED,V100812,3619739240,ADMIN_FI,2025-09-17,21:48:00,LFA1,ZTERM,Z001,Z001,2025-09-17T21:48:00+09:00,
1,KRED,V100812,3619739240,ADMIN_FI,2025-09-17,21:48:00,LFA1,AKONT,210000,210010,2025-09-17T21:48:00+09:00,
1,KRED,V100812,3619739240,ADMIN_FI,2025-09-17,21:48:00,LFA1,STRAS,Old Address,New Address 684,2025-09-17T21:48:00+09:00,
1,KRED,V100953,3539273662,ADMIN_FI,2025-07-04,19:01:00,LFBK,BANKN,BANK-3137587323,BANK-6004229831,2025-07-04T19:01:00+09:00,
1,KRED,V101007,7182716646,TEMP_01,2025-05-19,05:57:00,LFA1,ERDAT,,2025-05-19,2025-05-19T05:57:00+09:00,
1,KRED,V101007,7182716646,TEMP_01,2025-05-19,05:57:00,LFA1,LAND1,,KOR,2025-05-19T05:57:00+09:00,
1,KRED,V101007,7182716646,TEMP_01,2025-05-19,05:57:00,LFA1,ZTERM,,Z030,2025-05-19T05:57:00+09:00,
1,KRED,V100215,4482377459,AP_CLERK_01,2025-07-06,08:36:00,LFB1,SPERR,X,,2025-07-06T08:36:00+09:00,
1,KRED,V100215,4482377459,AP_CLERK_01,2025-07-06,08:36:00,LFB1,ZTERM,Z002,Z002,2025-07-06T08:36:00+09:00,
1,KRED,V100121,4231298653,AP_CLERK_01,2025-10-23,14:02:00,LFA1,ERDAT,,2025-10-23,2025-10-23T14:02:00+09:00,
